frameId,frameName,owner,text,property,actual,referenceOptions,status,browser,design
u8PPZ3,S04. Project settings / Worktrees · Desktop dark,settings ba089,Open folder,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/u8PPZ3-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/u8PPZ3.png
u8PPZ3,S04. Project settings / Worktrees · Desktop dark,settings ba089,Open folder,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/u8PPZ3-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/u8PPZ3.png
u8PPZ3,S04. Project settings / Worktrees · Desktop dark,settings ba089,Open folder,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/u8PPZ3-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/u8PPZ3.png
u8PPZ3,S04. Project settings / Worktrees · Desktop dark,settings ba089,Open folder,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/u8PPZ3-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/u8PPZ3.png
u8PPZ3,S04. Project settings / Worktrees · Desktop dark,settings ba089,Open folder,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/u8PPZ3-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/u8PPZ3.png
u8PPZ3,S04. Project settings / Worktrees · Desktop dark,settings ba089,Open folder,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/u8PPZ3-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/u8PPZ3.png
u8PPZ3,S04. Project settings / Worktrees · Desktop dark,settings ba089,Open folder,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/u8PPZ3-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/u8PPZ3.png
u8PPZ3,S04. Project settings / Worktrees · Desktop dark,settings ba089,Open folder,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/u8PPZ3-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/u8PPZ3.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Project settings,font-size,28px,13px|30px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Prompt templates,font-size,20px,12px|21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Apply automatically with skills,line-height,20px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Delete template,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Delete template,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Apply automatically with skills,line-height,20px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Delete template,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Delete template,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Apply automatically with skills,line-height,20px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Delete template,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Delete template,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Apply automatically with skills,line-height,20px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Delete template,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Delete template,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Apply automatically with skills,line-height,20px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Delete template,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Delete template,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Add template,font-size,12.5px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
v5h5dm,S06. Project settings / Prompt templates · Desktop dark,settings ba089,Add template,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/v5h5dm-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/v5h5dm.png
c96HBw,S09. Global settings / Notifications · Desktop dark,settings ba089,Global settings,font-size,28px,13px|30px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/c96HBw-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/c96HBw.png
c96HBw,S09. Global settings / Notifications · Desktop dark,settings ba089,"Preferences for you and this machine, shared by every project.",line-height,19.5px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/c96HBw-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/c96HBw.png
c96HBw,S09. Global settings / Notifications · Desktop dark,settings ba089,Notifications,font-size,20px,12px|21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/c96HBw-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/c96HBw.png
c96HBw,S09. Global settings / Notifications · Desktop dark,settings ba089,Notify when an agent needs you,font-weight,600,400,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/c96HBw-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/c96HBw.png
c96HBw,S09. Global settings / Notifications · Desktop dark,settings ba089,Notify when an agent needs you,line-height,20px,21px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/c96HBw-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/c96HBw.png
c96HBw,S09. Global settings / Notifications · Desktop dark,settings ba089,Permission is requested only when you enable notifications.,font-size,13px,12px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/c96HBw-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/c96HBw.png
c96HBw,S09. Global settings / Notifications · Desktop dark,settings ba089,Permission is requested only when you enable notifications.,line-height,19.5px,18px,candidate difference: exact text match; inspect per-node context before changing,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/runtime-verified/pairs/c96HBw-browser.png,/home/agent/projects/cezar/.ai/cezar/worktrees/9ae05dcc-cc09-405c-9934-ab364076aa21/.ai/design-reference/iteration-3/design/c96HBw.png
